Temperature_C,Pressure_bar,Catalyst_wt%,Time_min,T1_inlet_C,T2_outlet_C,P1_inlet_bar,P2_outlet_bar,Stirring_Speed_rpm,pH,Yield_%
94.9816047538945,3.7926468560789806,0.8702658576772393,107.86226777043271,93.22563958038138,93.66537177574399,3.979743373616159,3.7637919864914102,379.7897861019166,6.787271040554884,131.2818423936572
118.02857225639664,3.1443854653764816,1.5838018947567163,101.87728164445964,116.37481154831693,117.42112019884331,3.183346883113572,3.0660101132640385,354.11235656459144,6.946871318750043,147.97362462755032
109.2797576724562,2.238110465145311,2.2458916717528163,33.84630987096536,108.82679988865314,106.58801582550977,2.151281191957674,2.411604122728992,286.4553577878588,7.709094786404361,137.19629227229032
103.94633936788146,4.255180078827795,1.9644497728191224,81.18717414392344,104.68107038151382,102.30782364843847,4.308642987440039,4.1695028694451155,201.93930733691317,6.680008772119784,138.83162640219726
86.24074561769746,3.738924690215517,2.1131222957228992,87.02934281787856,88.06791487016396,85.28830387060813,3.4753499163138293,3.6833700122668303,348.8717665702442,7.739299369624343,129.53744594096452
86.2397808134481,1.6504677573795652,1.8175667334214347,89.82341713453508,84.63342291208741,87.98855917487356,1.6508053080392813,1.6709066605398628,285.6877965686729,6.176268861953383,122.11192995582775
82.32334448672798,4.64370873797537,1.884553129035705,117.02585538409984,85.30872162464702,82.84846714473183,4.6764908552596784,4.523493785367761,420.3824902131605,7.553596874417261,128.32315984228927
114.6470458309974,4.290148971692676,2.198391303130639,110.04038200903177,114.10479862891226,115.03422565373249,4.382575985646459,4.25058090051705,207.18387958114505,7.6950952661094725,153.74141638065345
104.04460046972835,4.799199653167696,0.9993360177183719,121.1857639190167,104.00186588103148,105.74639639406429,4.697810057938442,4.830944979292713,375.44834339173724,6.363635305674677,143.16828473607802
108.32290311184181,3.90287803355344,1.478849927286281,144.73248923131922,106.82847975354616,108.04815953504301,3.9114467496937757,3.8695919931151885,482.44227125181965,6.860693064744401,142.60798205554434
